생태구역,정점명,개략위치 설명 ,위도,경도
동해 생태구,CE2535,등대 동방,37.89416666666666,128.85222222222222
동해 생태구,CE2536,소돌 동북방,37.91888888888889,128.8525
동해 생태구,CE2537,연곡해수욕장 동방,37.86111111111112,128.87416666666667
동해 생태구,CE2538,기사문단 남동방,38.0125,128.75027777777777
동해 생태구,CE2539,양양 남애리 동방,37.94972222222222,128.80166666666668
동해 생태구,CE2540,양양공항 동방,38.08111111111111,128.7086111111111
동해 생태구,CE2541,하조대해수욕장 동방,38.051944444444445,128.71305555555554
동해 생태구,CE2542,동명항 남방파제 남방,38.19972222222222,128.605
동해 생태구,CE2543,북측방파제 동방,38.21361111111111,128.61166666666665
동해 생태구,CE2544,등대 동북방,38.22083333333334,128.6136111111111
동해 생태구,CE2545,낙산해수욕장 동방,38.1175,128.66555555555556
동해 생태구,CE2546,북천 동방,38.40833333333333,128.50555555555556
동해 생태구,CE2547,자산천 하구 ,38.44027777777777,128.4597222222222
제주 생태구,CJ2601,제주항 서측,33.526944444444446,126.53277777777778
제주 생태구,CJ2602,이호해수욕장 서측,33.50055555555556,126.42777777777778
제주 생태구,CJ2603,제주항 동남방,33.53388888888889,126.56833333333331
제주 생태구,CJ2604,세화항 북측,33.5375,126.85555555555555
제주 생태구,CJ2605,다려도 외측,33.573888888888895,126.73277777777778
제주 생태구,CJ2606,함덕해수욕장 앞,33.56055555555555,126.66638888888887
제주 생태구,CJ2607,성산항 입구,33.480000000000004,126.93861111111111
제주 생태구,CJ2608,신양해수욕장 동남방,33.41138888888889,126.93861111111111
제주 생태구,CJ2609,태흥리 동남방,33.280833333333334,126.7675
제주 생태구,CJ2610,표선리 동방,33.32555555555556,126.86555555555556
제주 생태구,CJ2611,위미항 남방,33.2625,126.66111111111113
제주 생태구,CJ2612,중문해수욕장 앞,33.22944444444445,126.4125
제주 생태구,CJ2613,문섬 남방,33.22944444444445,126.56694444444445
제주 생태구,CJ2614,모슬포항 입구,33.2025,126.25166666666668
제주 생태구,CJ2615,화순항 서남방,33.22,126.3275
제주 생태구,CJ2616,모슬포항 서남방,33.23777777777778,126.20277777777778
제주 생태구,CJ2617,판포리 서북방,33.376111111111115,126.185
제주 생태구,CJ2618,곽지 해수욕장 서방,33.46305555555556,126.27444444444444
제주 생태구,CJ2619,신도리 앞,33.294444444444444,126.16
